mName,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation (address),GeoLocation (zip),GeoLocation (city),GeoLocation,GeoLocation (state)
Jiddat al Harasis 323,45847,Valid,H5,2967,Found,01/01/2005 12:00:00 AM,19.96297,56.44587,,,,POINT (56.44587 19.96297),
Jiddat al Harasis 324,45848,Valid,L5,791,Found,01/01/2006 12:00:00 AM,19.72058,55.68105,,,,POINT (55.68105 19.72058),
Jiddat al Harasis 327,45851,Valid,L6,527.53,Found,01/01/2006 12:00:00 AM,19.67398,55.73695,,,,POINT (55.73695 19.67398),
Jiddat al Harasis 328,45852,Valid,L6,2221.23,Found,01/01/2006 12:00:00 AM,19.74065,55.7136,,,,POINT (55.7136 19.74065),
Jiddat al Harasis 329,45853,Valid,L6,272.48,Found,01/01/2006 12:00:00 AM,19.73388,55.72133,,,,POINT (55.72133 19.73388),
Jiddat al Harasis 334,45858,Valid,L6,261.65,Found,01/01/2006 12:00:00 AM,19.72743,55.72533,,,,POINT (55.72533 19.72743),
Jiddat al Harasis 336,45860,Valid,H4-6,199.51,Found,01/01/2006 12:00:00 AM,19.90265,55.655383,,,,POINT (55.655383 19.90265),
Jiddat al Harasis 337,45861,Valid,L6,731.44,Found,01/01/2006 12:00:00 AM,20.004883,55.71527,,,,POINT (55.71527 20.004883),
Jiddat al Harasis 339,45863,Valid,L6,488.34,Found,01/01/2006 12:00:00 AM,19.92885,55.66888,,,,POINT (55.66888 19.92885),
Jiddat al Harasis 340,45864,Valid,L6,320.3,Found,01/01/2006 12:00:00 AM,19.79072,56.50055,,,,POINT (56.50055 19.79072),
Jiddat al Harasis 341,45865,Valid,L5,225.55,Found,01/01/2006 12:00:00 AM,19.78568,56.50237,,,,POINT (56.50237 19.78568),
Jiddat al Harasis 342,45866,Valid,L5,49750,Found,01/01/2006 12:00:00 AM,19.71458,56.54755,,,,POINT (56.54755 19.71458),
Jiddat al Harasis 343,45867,Valid,LL6,528.4,Found,01/01/2006 12:00:00 AM,19.75175,56.57985,,,,POINT (56.57985 19.75175),
Jiddat al Harasis 344,45868,Valid,H4,497.4,Found,01/01/2006 12:00:00 AM,19.69992,56.58197,,,,POINT (56.58197 19.69992),
Jiddat al Harasis 345,45869,Valid,H6,470,Found,01/01/2006 12:00:00 AM,19.77402,56.60532,,,,POINT (56.60532 19.77402),
Jiddat al Harasis 346,45870,Valid,H5,712.6,Found,01/01/2006 12:00:00 AM,19.72812,56.58627,,,,POINT (56.58627 19.72812),
Jiddat al Harasis 347,45871,Valid,H5-6,850.7,Found,01/01/2006 12:00:00 AM,19.81618,56.66793,,,,POINT (56.66793 19.81618),
Jiddat al Harasis 351,51619,Valid,H~5,437.3,Found,01/01/2003 12:00:00 AM,19.36202,55.61702,,,,POINT (55.61702 19.36202),
Jiddat al Harasis 352,51620,Valid,H~6,1005,Found,01/01/2003 12:00:00 AM,19.36033,55.6278,,,,POINT (55.6278 19.36033),
Jiddat al Harasis 353,51621,Valid,H~5,366.2,Found,01/01/2003 12:00:00 AM,19.36365,55.6346,,,,POINT (55.6346 19.36365),
Jiddat al Harasis 354,51622,Valid,L~6,1200.8,Found,01/01/2003 12:00:00 AM,19.36337,55.6354,,,,POINT (55.6354 19.36337),
Jiddat al Harasis 355,51623,Valid,L~6,16879.1,Found,01/01/2003 12:00:00 AM,19.35885,55.54843,,,,POINT (55.54843 19.35885),
Jiddat al Harasis 357,51625,Valid,H~6,1479.5,Found,01/01/2003 12:00:00 AM,19.36197,55.6125,,,,POINT (55.6125 19.36197),
Jiddat al Harasis 358,51626,Valid,L~5,528.2,Found,01/01/2003 12:00:00 AM,19.35357,55.6231,,,,POINT (55.6231 19.35357),
Jiddat al Harasis 359,51627,Valid,H~4,645.3,Found,01/01/2003 12:00:00 AM,19.35935,55.59332,,,,POINT (55.59332 19.35935),
Jiddat al Harasis 362,51629,Valid,L~5,104.5,Found,01/01/2003 12:00:00 AM,19.34395,55.74462,,,,POINT (55.74462 19.34395),
Jiddat al Harasis 363,51630,Valid,H~5,186.5,Found,01/01/2003 12:00:00 AM,19.56372,56.05173,,,,POINT (56.05173 19.56372),
Jiddat al Harasis 364,51631,Valid,L~6,735.6,Found,01/01/2003 12:00:00 AM,19.54553,56.04363,,,,POINT (56.04363 19.54553),
Jiddat al Harasis 365,51632,Valid,H~4,3665.1,Found,01/01/2003 12:00:00 AM,19.61865,56.04227,,,,POINT (56.04227 19.61865),
Jiddat al Harasis 367,51634,Valid,L~5,572.9,Found,01/01/2003 12:00:00 AM,19.34562,55.87173,,,,POINT (55.87173 19.34562),
Jiddat al Harasis 368,51635,Valid,H~4,892.7,Found,01/01/2003 12:00:00 AM,19.27365,55.8104,,,,POINT (55.8104 19.27365),
Jiddat al Harasis 369,51636,Valid,H~5,7100,Found,01/01/2003 12:00:00 AM,19.28525,55.82243,,,,POINT (55.82243 19.28525),
Jiddat al Harasis 370,51637,Valid,L~6,1453.1,Found,01/01/2003 12:00:00 AM,19.33183,55.81017,,,,POINT (55.81017 19.33183),
Jiddat al Harasis 371,51638,Valid,L~6,660.5,Found,01/01/2003 12:00:00 AM,19.31028,55.83092,,,,POINT (55.83092 19.31028),
Jiddat al Harasis 372,51639,Valid,H~4,380.9,Found,01/01/2003 12:00:00 AM,19.35872,55.71072,,,,POINT (55.71072 19.35872),
Jiddat al Harasis 375,51642,Valid,L~4,113.4,Found,01/01/2003 12:00:00 AM,19.30267,55.70097,,,,POINT (55.70097 19.30267),
Jiddat al Harasis 376,51643,Valid,H5,1429.4,Found,01/01/2003 12:00:00 AM,19.3184,55.70303,,,,POINT (55.70303 19.3184),
Jiddat al Harasis 377,51644,Valid,H5,373.5,Found,01/01/2003 12:00:00 AM,19.31043,55.71093,,,,POINT (55.71093 19.31043),
Jiddat al Harasis 378,51645,Valid,L~6,1186.3,Found,01/01/2003 12:00:00 AM,19.2893,55.71468,,,,POINT (55.71468 19.2893),
Jiddat al Harasis 379,51646,Valid,H~6,297.7,Found,01/01/2003 12:00:00 AM,19.28438,55.70357,,,,POINT (55.70357 19.28438),
Jiddat al Harasis 380,51647,Valid,H~5,144.5,Found,01/01/2003 12:00:00 AM,19.3034,55.70585,,,,POINT (55.70585 19.3034),
Jiddat al Harasis 381,51648,Valid,H~5,501,Found,01/01/2003 12:00:00 AM,19.30747,55.69782,,,,POINT (55.69782 19.30747),
Jiddat al Harasis 382,51649,Valid,H~5,308.9,Found,01/01/2003 12:00:00 AM,19.29752,55.7829,,,,POINT (55.7829 19.29752),
Jiddat al Harasis 383,51650,Valid,H~5,374.8,Found,01/01/2003 12:00:00 AM,19.28232,55.78092,,,,POINT (55.78092 19.28232),
Jiddat al Harasis 384,51651,Valid,L~6,519.7,Found,01/01/2003 12:00:00 AM,19.28098,55.78318,,,,POINT (55.78318 19.28098),
Jiddat al Harasis 385,55267,Valid,L~6,161.6,Found,01/01/2003 12:00:00 AM,19.36147,55.89948,,,,POINT (55.89948 19.36147),
Jiddat al Harasis 386,51652,Valid,H~5,1412.9,Found,01/01/2003 12:00:00 AM,19.29912,55.794,,,,POINT (55.794 19.29912),
Jiddat al Harasis 387,51653,Valid,L5,622.4,Found,01/01/2003 12:00:00 AM,19.27643,55.76668,,,,POINT (55.76668 19.27643),
Jiddat al Harasis 388,51654,Valid,L~6,1589.2,Found,01/01/2003 12:00:00 AM,19.27775,55.76402,,,,POINT (55.76402 19.27775),
Jiddat al Harasis 389,51655,Valid,H~6,1059.7,Found,01/01/2003 12:00:00 AM,19.27943,55.76672,,,,POINT (55.76672 19.27943),
Jiddat al Harasis 390,51656,Valid,H~6,159.2,Found,01/01/2003 12:00:00 AM,19.2743,55.75713,,,,POINT (55.75713 19.2743),
Jiddat al Harasis 392,51658,Valid,H~6,220.8,Found,01/01/2003 12:00:00 AM,19.29157,55.78428,,,,POINT (55.78428 19.29157),
Jiddat al Harasis 393,51659,Valid,H~5,1360.8,Found,01/01/2003 12:00:00 AM,19.31817,55.77532,,,,POINT (55.77532 19.31817),
Jiddat al Harasis 394,51660,Valid,L~6,1174.4,Found,01/01/2003 12:00:00 AM,19.30128,55.80838,,,,POINT (55.80838 19.30128),
Jiddat al Harasis 395,53508,Valid,Diogenite,243,Found,01/01/2000 12:00:00 AM,19.91667,56.25,,,,POINT (56.25 19.91667),
Jiddat al Harasis 396,48547,Valid,LL5,122.595,Found,01/01/2002 12:00:00 AM,19.99542,56.39193,,,,POINT (56.39193 19.99542),
Jiddat al Harasis 397,48548,Valid,H4,139.088,Found,01/01/2002 12:00:00 AM,19.96807,56.42157,,,,POINT (56.42157 19.96807),
Jiddat al Harasis 398,48549,Valid,H4,262.283,Found,01/01/2002 12:00:00 AM,19.96592,56.42677,,,,POINT (56.42677 19.96592),
Jiddat al Harasis 403,48554,Valid,Mesosiderite,153.278,Found,01/01/2002 12:00:00 AM,19.97568,56.41903,,,,POINT (56.41903 19.97568),
Jiddat al Harasis 404,48555,Valid,Eucrite,341,Found,01/01/2006 12:00:00 AM,19.6802,56.61008,,,,POINT (56.61008 19.6802),
Jiddat al Harasis 405,48556,Valid,Eucrite,980,Found,01/01/2006 12:00:00 AM,19.68578,56.62402,,,,POINT (56.62402 19.68578),
Jiddat al Harasis 406,48557,Valid,L6,33000,Found,01/01/2006 12:00:00 AM,19.53268,56.87225,,,,POINT (56.87225 19.53268),
Jiddat al Harasis 407,48558,Valid,H6,7000,Found,01/01/2006 12:00:00 AM,19.80152,56.6103,,,,POINT (56.6103 19.80152),
Jiddat al Harasis 408,48559,Valid,L5,280.972,Found,01/01/2007 12:00:00 AM,19.73472,56.45558,,,,POINT (56.45558 19.73472),
Jiddat al Harasis 409,48560,Valid,Eucrite,283.604,Found,01/01/2007 12:00:00 AM,19.67678,56.60392,,,,POINT (56.60392 19.67678),
Jiddat al Harasis 410,48561,Valid,Eucrite,529.639,Found,01/01/2007 12:00:00 AM,19.68598,56.6227,,,,POINT (56.6227 19.68598),
Jiddat al Harasis 411,48562,Valid,L6,159.4,Found,01/01/2007 12:00:00 AM,19.67742,56.60385,,,,POINT (56.60385 19.67742),
Jiddat al Harasis 413,48564,Valid,H4,172.6,Found,01/01/2007 12:00:00 AM,19.82992,56.57698,,,,POINT (56.57698 19.82992),
Jiddat al Harasis 415,48566,Valid,H6,304.246,Found,01/01/2007 12:00:00 AM,19.81462,56.52998,,,,POINT (56.52998 19.81462),
Jiddat al Harasis 418,48569,Valid,H4,205.926,Found,01/01/2007 12:00:00 AM,19.79233,56.42625,,,,POINT (56.42625 19.79233),
Jiddat al Harasis 419,48570,Valid,H4,111.224,Found,01/01/2007 12:00:00 AM,19.79752,56.43992,,,,POINT (56.43992 19.79752),
Jiddat al Harasis 423,48574,Valid,H4,1457.3,Found,01/01/2007 12:00:00 AM,19.78328,56.41393,,,,POINT (56.41393 19.78328),
Jiddat al Harasis 424,48575,Valid,Ureilite,160.32,Found,01/01/2007 12:00:00 AM,19.92282,56.35117,,,,POINT (56.35117 19.92282),
Jiddat al Harasis 425,48576,Valid,H3.4,257.287,Found,01/01/2007 12:00:00 AM,19.91167,56.3359,,,,POINT (56.3359 19.91167),
Jiddat al Harasis 426,48577,Valid,L6,11170.1,Found,01/01/2007 12:00:00 AM,19.93787,56.39555,,,,POINT (56.39555 19.93787),
Jiddat al Harasis 428,48579,Valid,H6,131.449,Found,01/01/2007 12:00:00 AM,19.93645,56.36058,,,,POINT (56.36058 19.93645),
Jiddat al Harasis 432,48583,Valid,H6,345.34,Found,01/01/2007 12:00:00 AM,19.75668,56.33588,,,,POINT (56.33588 19.75668),
Jiddat al Harasis 433,48584,Valid,H6,661.9,Found,01/01/2007 12:00:00 AM,19.76518,56.33898,,,,POINT (56.33898 19.76518),
Jiddat al Harasis 434,48585,Valid,L6,186.426,Found,01/01/2007 12:00:00 AM,19.75612,56.31647,,,,POINT (56.31647 19.75612),
Jiddat al Harasis 435,48586,Valid,L6,353.16,Found,01/01/2007 12:00:00 AM,19.69272,56.37732,,,,POINT (56.37732 19.69272),
Jiddat al Harasis 436,48587,Valid,L6,308.65,Found,01/01/2007 12:00:00 AM,19.6262,56.50932,,,,POINT (56.50932 19.6262),
Jiddat al Harasis 437,48588,Valid,H5,364.022,Found,01/01/2007 12:00:00 AM,19.58107,56.47213,,,,POINT (56.47213 19.58107),
Jiddat al Harasis 438,48589,Valid,H4,658,Found,01/01/2007 12:00:00 AM,19.57872,56.44508,,,,POINT (56.44508 19.57872),
Jiddat al Harasis 439,48590,Valid,H4,1024.3,Found,01/01/2007 12:00:00 AM,19.5815,56.44063,,,,POINT (56.44063 19.5815),
Jiddat al Harasis 441,48592,Valid,L4,513.831,Found,01/01/2007 12:00:00 AM,19.60597,56.4297,,,,POINT (56.4297 19.60597),
Jiddat al Harasis 442,48593,Valid,L4,287.487,Found,01/01/2007 12:00:00 AM,19.60557,56.42852,,,,POINT (56.42852 19.60557),
Jiddat al Harasis 443,48594,Valid,L4,759.777,Found,01/01/2007 12:00:00 AM,19.60358,56.42743,,,,POINT (56.42743 19.60358),
Jiddat al Harasis 446,48597,Valid,L4,210.578,Found,01/01/2007 12:00:00 AM,19.60792,56.43172,,,,POINT (56.43172 19.60792),
Jiddat al Harasis 448,48599,Valid,L4,275.764,Found,01/01/2007 12:00:00 AM,19.59957,56.43208,,,,POINT (56.43208 19.59957),
Jiddat al Harasis 450,48601,Valid,H3.7-5,217.741,Found,01/01/2007 12:00:00 AM,19.74033,56.30298,,,,POINT (56.30298 19.74033),
Jiddat al Harasis 451,48602,Valid,H6,334.313,Found,01/01/2007 12:00:00 AM,19.74078,56.30678,,,,POINT (56.30678 19.74078),
Jiddat al Harasis 452,48603,Valid,L4,100.614,Found,01/01/2007 12:00:00 AM,19.74997,56.30958,,,,POINT (56.30958 19.74997),
Jiddat al Harasis 454,48605,Valid,H5,417.209,Found,01/01/2007 12:00:00 AM,19.74113,56.30922,,,,POINT (56.30922 19.74113),
Jiddat al Harasis 456,48607,Valid,H6,264.74,Found,01/01/2007 12:00:00 AM,19.7378,56.32143,,,,POINT (56.32143 19.7378),
Jiddat al Harasis 457,48608,Valid,L6,6442,Found,01/01/2007 12:00:00 AM,19.73183,56.32925,,,,POINT (56.32925 19.73183),
Jiddat al Harasis 458,48609,Valid,H4,3092.14,Found,01/01/2007 12:00:00 AM,19.7675,56.33492,,,,POINT (56.33492 19.7675),
Jiddat al Harasis 459,48610,Valid,H6,138.824,Found,01/01/2007 12:00:00 AM,19.73252,56.34167,,,,POINT (56.34167 19.73252),
Jiddat al Harasis 460,48611,Valid,H6,204.214,Found,01/01/2007 12:00:00 AM,19.754,56.34238,,,,POINT (56.34238 19.754),
Jiddat al Harasis 461,48612,Valid,L6,3308.7,Found,01/01/2007 12:00:00 AM,19.77063,56.35233,,,,POINT (56.35233 19.77063),
Jiddat al Harasis 462,48613,Valid,L6,106.089,Found,01/01/2007 12:00:00 AM,19.77558,56.35355,,,,POINT (56.35355 19.77558),
Jiddat al Harasis 468,48619,Valid,L6,1064.1,Found,01/01/2007 12:00:00 AM,19.8144,56.47422,,,,POINT (56.47422 19.8144),
Jiddat al Harasis 470,48621,Valid,L4,267.943,Found,01/01/2007 12:00:00 AM,19.83892,56.43922,,,,POINT (56.43922 19.83892),
Jiddat al Harasis 472,48623,Valid,L6,140.569,Found,01/01/2007 12:00:00 AM,19.83555,56.44693,,,,POINT (56.44693 19.83555),
Jiddat al Harasis 474,48625,Valid,LL3.7-6,226.806,Found,01/01/2007 12:00:00 AM,19.81418,56.44562,,,,POINT (56.44562 19.81418),
Jiddat al Harasis 475,48626,Valid,H5,125.713,Found,01/01/2007 12:00:00 AM,19.84522,56.46942,,,,POINT (56.46942 19.84522),
Jiddat al Harasis 476,48627,Valid,L6,453.3,Found,01/01/2007 12:00:00 AM,19.82593,56.40448,,,,POINT (56.40448 19.82593),
Jiddat al Harasis 477,48628,Valid,H4/5,493.8,Found,01/01/2007 12:00:00 AM,19.87345,56.38538,,,,POINT (56.38538 19.87345),
Jiddat al Harasis 478,48629,Valid,L5,180.5,Found,01/01/2007 12:00:00 AM,19.79833,56.4884,,,,POINT (56.4884 19.79833),
Jiddat al Harasis 479  ,49513,Valid,Martian (shergottite),553,Found,01/01/2008 12:00:00 AM,19.78565,55.8535,,,,POINT (55.8535 19.78565),
Jiddat al Harasis 492,50682,Valid,Mesosiderite,325,Found,01/01/2008 12:00:00 AM,19.98147,56.41744,,,,POINT (56.41744 19.98147),
Jiddat al Harasis 493,50997,Valid,L6,438.7,Found,01/01/2007 12:00:00 AM,19.7845,56.41668,,,,POINT (56.41668 19.7845),
Jiddat al Harasis 495,51402,Valid,L6,501.8,Found,01/01/2007 12:00:00 AM,19.78508,56.41243,,,,POINT (56.41243 19.78508),
Jiddat al Harasis 496,50915,Valid,L6,254.4,Found,01/01/2007 12:00:00 AM,19.7857,56.4135,,,,POINT (56.4135 19.7857),
Jiddat al Harasis 499,50916,Valid,L6,606.4,Found,01/01/2007 12:00:00 AM,19.77988,56.41342,,,,POINT (56.41342 19.77988),
Jiddat al Harasis 500,51405,Valid,H5,1432.2,Found,01/01/2007 12:00:00 AM,19.75227,56.30963,,,,POINT (56.30963 19.75227),
Jiddat al Harasis 501,50917,Valid,H5,6751.4,Found,01/01/2007 12:00:00 AM,19.75313,56.30913,,,,POINT (56.30913 19.75313),
Jiddat al Harasis 502,51406,Valid,H5,138.6,Found,01/01/2007 12:00:00 AM,19.75522,56.30673,,,,POINT (56.30673 19.75522),
Jiddat al Harasis 503,51560,Valid,H3-4,2421.6,Found,01/01/2007 12:00:00 AM,19.75223,56.3106,,,,POINT (56.3106 19.75223),
Jiddat al Harasis 504,51561,Valid,H3-5,674.3,Found,01/01/2007 12:00:00 AM,19.75273,56.3103,,,,POINT (56.3103 19.75273),
Jiddat al Harasis 505,50918,Valid,H5,326.2,Found,01/01/2008 12:00:00 AM,19.69418,55.6748,,,,POINT (55.6748 19.69418),
Jiddat al Harasis 506,50919,Valid,H5,2850.3,Found,01/01/2008 12:00:00 AM,19.67495,55.64743,,,,POINT (55.64743 19.67495),
Jiddat al Harasis 507,50920,Valid,L6,310,Found,01/01/2008 12:00:00 AM,19.67897,55.52115,,,,POINT (55.52115 19.67897),
Jiddat al Harasis 508,50921,Valid,L6,387.9,Found,01/01/2008 12:00:00 AM,19.66977,55.5124,,,,POINT (55.5124 19.66977),
Jiddat al Harasis 509,50922,Valid,H4,147.8,Found,01/01/2008 12:00:00 AM,19.63783,55.56237,,,,POINT (55.56237 19.63783),
Jiddat al Harasis 511,50924,Valid,H6,166.4,Found,01/01/2008 12:00:00 AM,19.54188,55.15273,,,,POINT (55.15273 19.54188),
Jiddat al Harasis 512,50925,Valid,H4,1242,Found,01/01/2008 12:00:00 AM,19.53085,55.17998,,,,POINT (55.17998 19.53085),
Jiddat al Harasis 516,50927,Valid,H5,172.8,Found,01/01/2008 12:00:00 AM,19.41078,55.11403,,,,POINT (55.11403 19.41078),
Jiddat al Harasis 517,50928,Valid,H6,162.3,Found,01/01/2008 12:00:00 AM,19.50153,55.17292,,,,POINT (55.17292 19.50153),
Jiddat al Harasis 520,50931,Valid,L6,117.1,Found,01/01/2008 12:00:00 AM,19.53048,55.18135,,,,POINT (55.18135 19.53048),
Jiddat al Harasis 521,51408,Valid,L6,1989,Found,01/01/2008 12:00:00 AM,19.53048,55.18157,,,,POINT (55.18157 19.53048),
Jiddat al Harasis 538,50934,Valid,H6,316,Found,01/01/2008 12:00:00 AM,19.5453,55.16248,,,,POINT (55.16248 19.5453),
Jiddat al Harasis 540,50936,Valid,H5,259.2,Found,01/01/2008 12:00:00 AM,19.53575,55.1625,,,,POINT (55.1625 19.53575),
Jiddat al Harasis 541,50937,Valid,H5,104.2,Found,01/01/2008 12:00:00 AM,19.53657,55.16298,,,,POINT (55.16298 19.53657),
Jiddat al Harasis 546,50941,Valid,H6,322.9,Found,01/01/2008 12:00:00 AM,19.53663,55.16012,,,,POINT (55.16012 19.53663),
Jiddat al Harasis 547,51424,Valid,H4-6,105.6,Found,01/01/2008 12:00:00 AM,19.5382,55.16833,,,,POINT (55.16833 19.5382),
Jiddat al Harasis 548,50942,Valid,L6,433.6,Found,01/01/2008 12:00:00 AM,19.53102,55.18237,,,,POINT (55.18237 19.53102),
Jiddat al Harasis 550,50944,Valid,H6,193.9,Found,01/01/2008 12:00:00 AM,19.53697,55.17742,,,,POINT (55.17742 19.53697),
Jiddat al Harasis 553,50946,Valid,L6,496.5,Found,01/01/2008 12:00:00 AM,19.5987,55.18773,,,,POINT (55.18773 19.5987),
Jiddat al Harasis 555,50948,Valid,H5,1759.6,Found,01/01/2008 12:00:00 AM,19.57205,55.48655,,,,POINT (55.48655 19.57205),
Jiddat al Harasis 559,51426,Valid,H3.7/3.8,208.6,Found,01/01/2008 12:00:00 AM,19.83992,56.10517,,,,POINT (56.10517 19.83992),
Jiddat al Harasis 560,54448,Valid,H4,108.6,Found,01/01/2008 12:00:00 AM,19.85603,56.10577,,,,POINT (56.10577 19.85603),
Jiddat al Harasis 562,51427,Valid,L3.7/3.8,350,Found,01/01/2008 12:00:00 AM,19.83263,56.21317,,,,POINT (56.21317 19.83263),
Jiddat al Harasis 563,50952,Valid,H6,2141.4,Found,01/01/2008 12:00:00 AM,19.6712,56.19767,,,,POINT (56.19767 19.6712),
Jiddat al Harasis 564,50953,Valid,H6,1173,Found,01/01/2008 12:00:00 AM,19.68675,56.14413,,,,POINT (56.14413 19.68675),
Jiddat al Harasis 568,51910,Valid,H4-6,3249,Found,01/01/2009 12:00:00 AM,19.70128,56.36713,,,,POINT (56.36713 19.70128),
Jiddat al Harasis 569,51911,Valid,H4-6,159.3,Found,01/01/2009 12:00:00 AM,19.74035,56.33962,,,,POINT (56.33962 19.74035),
Jiddat al Harasis 570,51912,Valid,H4-6,4747.9,Found,01/01/2009 12:00:00 AM,19.7524,56.3304,,,,POINT (56.3304 19.7524),
Jiddat al Harasis 571,51913,Valid,H4-6,802.6,Found,01/01/2009 12:00:00 AM,19.75073,56.33088,,,,POINT (56.33088 19.75073),
Jiddat al Harasis 572,51914,Valid,H5-6,417.6,Found,01/01/2009 12:00:00 AM,19.75092,56.33105,,,,POINT (56.33105 19.75092),
Jiddat al Harasis 574,51916,Valid,H4-6,13000,Found,01/01/2009 12:00:00 AM,19.75377,56.29692,,,,POINT (56.29692 19.75377),
Jiddat al Harasis 575,51917,Valid,H6,190.4,Found,01/01/2009 12:00:00 AM,19.75988,56.28608,,,,POINT (56.28608 19.75988),
Jiddat al Harasis 576,51918,Valid,H5/6,284.6,Found,01/01/2009 12:00:00 AM,19.74868,56.32008,,,,POINT (56.32008 19.74868),
Jiddat al Harasis 578,51920,Valid,H6,1064.3,Found,01/01/2009 12:00:00 AM,19.7642,56.29888,,,,POINT (56.29888 19.7642),
Jiddat al Harasis 579,51924,Valid,L4-6,475.1,Found,01/01/2009 12:00:00 AM,19.35422,56.75287,,,,POINT (56.75287 19.35422),
Jiddat al Harasis 580,51925,Valid,H5,1929,Found,01/01/2009 12:00:00 AM,19.42017,56.70155,,,,POINT (56.70155 19.42017),
Jiddat al Harasis 581,51926,Valid,H5,375.1,Found,01/01/2009 12:00:00 AM,19.42197,56.69908,,,,POINT (56.69908 19.42197),
Jiddat al Harasis 582,51927,Valid,L6,1647.5,Found,01/01/2009 12:00:00 AM,19.42208,56.69943,,,,POINT (56.69943 19.42208),
Jiddat al Harasis 583,51928,Valid,H5,1272.5,Found,01/01/2009 12:00:00 AM,19.42067,56.69928,,,,POINT (56.69928 19.42067),
Jiddat al Harasis 584,51929,Valid,H6,715.2,Found,01/01/2009 12:00:00 AM,19.7067,56.75127,,,,POINT (56.75127 19.7067),
Jiddat al Harasis 585,51933,Valid,H5,408.7,Found,01/01/2009 12:00:00 AM,19.43873,56.67748,,,,POINT (56.67748 19.43873),
Jiddat al Harasis 586,51934,Valid,H5,3568.5,Found,01/01/2009 12:00:00 AM,19.74288,56.65062,,,,POINT (56.65062 19.74288),
Jiddat al Harasis 587,51935,Valid,H5,1721.5,Found,01/01/2009 12:00:00 AM,19.80485,56.67047,,,,POINT (56.67047 19.80485),
Jiddat al Harasis 588,51936,Valid,L6,165.3,Found,01/01/2009 12:00:00 AM,19.62363,56.87883,,,,POINT (56.87883 19.62363),
Jiddat al Harasis 589,51938,Valid,H5,666.6,Found,01/01/2009 12:00:00 AM,19.33575,56.93793,,,,POINT (56.93793 19.33575),
Jiddat al Harasis 590,51939,Valid,H5,1044,Found,01/01/2009 12:00:00 AM,19.4225,56.70018,,,,POINT (56.70018 19.4225),
Jiddat al Harasis 591,51940,Valid,H5,103.3,Found,01/01/2009 12:00:00 AM,19.4221,56.7003,,,,POINT (56.7003 19.4221),
Jiddat al Harasis 592,51941,Valid,H5,423.2,Found,01/01/2009 12:00:00 AM,19.42045,56.69963,,,,POINT (56.69963 19.42045),
Jiddat al Harasis 593,51942,Valid,H5,1725.1,Found,01/01/2009 12:00:00 AM,19.42,56.70333,,,,POINT (56.70333 19.42),
Jiddat al Harasis 594,51943,Valid,H5,201.3,Found,01/01/2009 12:00:00 AM,19.41842,56.69635,,,,POINT (56.69635 19.41842),
Jiddat al Harasis 595,51944,Valid,L5,929.1,Found,01/01/2009 12:00:00 AM,19.50875,56.64635,,,,POINT (56.64635 19.50875),
Jiddat al Harasis 596,51945,Valid,L3,336.4,Found,01/01/2009 12:00:00 AM,19.66148,56.43927,,,,POINT (56.43927 19.66148),
Jiddat al Harasis 599,51948,Valid,L6,169.7,Found,01/01/2009 12:00:00 AM,19.7965,55.68265,,,,POINT (55.68265 19.7965),
Jiddat al Harasis 600,51949,Valid,L6,5750.8,Found,01/01/2009 12:00:00 AM,19.79552,55.6831,,,,POINT (55.6831 19.79552),
Jiddat al Harasis 604,51953,Valid,H4-6,754,Found,01/01/2009 12:00:00 AM,19.78957,55.97618,,,,POINT (55.97618 19.78957),
Jiddat al Harasis 606,51955,Valid,H5,114.7,Found,01/01/2009 12:00:00 AM,19.92943,55.92347,,,,POINT (55.92347 19.92943),
Jiddat al Harasis 607,51956,Valid,L6,1317.6,Found,01/01/2009 12:00:00 AM,19.90803,55.9086,,,,POINT (55.9086 19.90803),
Jiddat al Harasis 608,51957,Valid,H5,120.6,Found,01/01/2009 12:00:00 AM,19.85902,55.94038,,,,POINT (55.94038 19.85902),
Jiddat al Harasis 609,51958,Valid,L6,442.9,Found,01/01/2009 12:00:00 AM,19.8598,55.94635,,,,POINT (55.94635 19.8598),
Jiddat al Harasis 610,51959,Valid,H3-5,457.5,Found,01/01/2009 12:00:00 AM,19.87235,55.98085,,,,POINT (55.98085 19.87235),
Jiddat al Harasis 611,51960,Valid,H4,109.5,Found,01/01/2009 12:00:00 AM,19.9576,56.06062,,,,POINT (56.06062 19.9576),
Jiddat al Harasis 612,51968,Valid,H6,179.7,Found,01/01/2009 12:00:00 AM,19.0097,55.34313,,,,POINT (55.34313 19.0097),
Jiddat al Harasis 613,51969,Valid,H4/5,241,Found,01/01/2009 12:00:00 AM,19.0092,55.33403,,,,POINT (55.33403 19.0092),
Jiddat al Harasis 614,51970,Valid,H4/5,3532.9,Found,01/01/2009 12:00:00 AM,19.01055,55.31255,,,,POINT (55.31255 19.01055),
Jiddat al Harasis 615,51971,Valid,H5,111.3,Found,01/01/2009 12:00:00 AM,19.15512,55.43118,,,,POINT (55.43118 19.15512),
Jiddat al Harasis 616,51972,Valid,H4,360.5,Found,01/01/2009 12:00:00 AM,19.17135,55.4217,,,,POINT (55.4217 19.17135),
Jiddat al Harasis 617,51973,Valid,H5,128.4,Found,01/01/2009 12:00:00 AM,19.19395,55.41717,,,,POINT (55.41717 19.19395),
